id,geom,longitude,latitude,classname,time,img_received,utm_x,utm_y,utm_z,regionname_1,regionname_2,regionname_3,regionname_4,roadaddr,roadaddrnum,isprocessed,mb_serial,mt_serial
39885,0101000020E61000000CCD0804CC2B6040D7B2CD13DD024240,129.3686543,36.02237175,trash,2024-06-25 14:40:40.981666+09,TRUE,36.022301,129.368637,32.820587,경상북도,포항시 남구,해도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39886,0101000020E6100000F192B3ACCF2B604067ACDA7CAC024240,129.3691009,36.02088891,banner,2024-06-25 14:40:57.601774+09,FALSE,36.020798,129.369034,33.078529,경상북도,포항시 남구,해도동,NULL,NULL,NULL,TRUE,NULL,MTPohangPC16
39887,0101000020E610000027E50203D12B60402FB43D1796024240,129.3692641,36.02020541,banner,2024-06-25 14:41:08.203234+09,TRUE,36.020092,129.369217,33.226368,경상북도,포항시 남구,해도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39888,0101000020E61000002F663D25C02B6040454EA39248024240,129.3672053,36.01783975,crack,2024-06-25 14:42:28.011264+09,TRUE,36.017887,129.367157,33.289394,경상북도,포항시 남구,해도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39889,0101000020E6100000B74CB5BDBC2B6040562552A156024240,129.3667897,36.01826874,crack,2024-06-25 14:42:34.224938+09,TRUE,36.01833,129.36676,33.11935,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39890,0101000020E6100000F971F6AEB92B604031CCADE364024240,129.3664164,36.0187039,crack,2024-06-25 14:42:40.525004+09,TRUE,36.018761,129.366379,32.978306,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39891,0101000020E610000046E5CCF7B52B6040C36200F075024240,129.3659629,36.01922417,crack,2024-06-25 14:42:46.745265+09,TRUE,36.019276,129.365921,32.949802,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39892,0101000020E61000003F5CA602B12B6040A767F9448C024240,129.3653577,36.01990568,crack,2024-06-25 14:42:55.222781+09,TRUE,36.019966,129.365311,32.800823,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39893,0101000020E610000003FA7AE6A92B60409D54E600AE024240,129.3644898,36.02093517,crack,2024-06-25 14:43:09.917403+09,TRUE,36.020962,129.364426,32.722065,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39894,0101000020E6100000561EF5F3B32B6040D4EF3504AB024240,129.3657169,36.02084401,trash,2024-06-25 14:45:55.559321+09,TRUE,36.020752,129.365707,32.979961,경상북도,포항시 남구,대도동,NULL,중앙로91번길,28,FALSE,NULL,MTPohangPC16
39895,0101000020E6100000CFD0ED13992B6040336D999893024240,129.3624363,36.02012928,crack,2024-06-25 14:47:19.811084+09,TRUE,36.020061,129.362427,32.816029,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39896,0101000020E610000025C1D3B6932B604059EAFD6174024240,129.3617815,36.01917672,trash,2024-06-25 14:47:34.51068+09,TRUE,36.019165,129.361725,33.620445,경상북도,포항시 남구,대도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39897,0101000020E6100000963FD2EF6B2B6040611DD66987024240,129.3569259,36.01975749,banner,2024-06-25 14:48:47.970423+09,TRUE,36.019852,129.356903,33.53532,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39898,0101000020E6100000C48B9502632B6040BF1843509B024240,129.3558362,36.02036479,crack,2024-06-25 14:49:04.901342+09,TRUE,36.020424,129.355804,33.819038,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39899,0101000020E610000037D66130502B6040ACF7AE1DC3024240,129.3535387,36.02157947,crack,2024-06-25 14:49:27.925236+09,TRUE,36.021641,129.353516,34.087841,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39900,0101000020E6100000A10B05124C2B6040C268CF15CE024240,129.3530359,36.02191422,crack,2024-06-25 14:49:42.692715+09,TRUE,36.021957,129.352982,34.110779,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39901,0101000020E6100000D6F89B2C472B604058E64479D8024240,129.3524383,36.02223125,crack,2024-06-25 14:49:48.925732+09,TRUE,36.02227,129.352386,34.159744,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39902,0101000020E6100000F28B56A7452B6040994ED084D9024240,129.3522526,36.02226315,trash,2024-06-25 14:49:51.016185+09,TRUE,36.02235,129.352234,34.234493,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39903,0101000020E610000022FE44103A2B60401ACB7296E6024240,129.3508378,36.02266198,crack,2024-06-25 14:52:18.262962+09,TRUE,36.022594,129.350815,34.887375,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39904,0101000020E6100000C7D3958F322B6040F2CE9281C1024240,129.349922,36.02153034,crack,2024-06-25 14:52:28.760106+09,TRUE,36.021477,129.349884,34.490059,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39905,0101000020E6100000AE51E3682D2B6040C07AD9A1AB024240,129.3492932,36.0208628,crack,2024-06-25 14:53:02.399072+09,TRUE,36.020794,129.349289,35.281773,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39906,0101000020E61000005FB5FAE8272B6040475881F28D024240,129.3486218,36.01995689,crack,2024-06-25 14:53:12.748874+09,TRUE,36.019901,129.348587,34.654339,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39907,0101000020E61000002C29204E212B6040258902AB6B024240,129.3478156,36.01891077,crack,2024-06-25 14:53:46.504863+09,TRUE,36.018852,129.347778,33.771049,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39908,0101000020E6100000C64764F1192B604088772FBC4B024240,129.3469169,36.01793625,crack,2024-06-25 14:53:56.903029+09,TRUE,36.017872,129.346893,34.523186,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39909,0101000020E61000000A19BA05172B604040102E543F024240,129.3465603,36.01755764,crack,2024-06-25 14:54:01.114065+09,TRUE,36.017513,129.346512,33.248978,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39910,0101000020E610000044F6BB53F62A6040AE6BD3B2BB014240,129.3425692,36.0135406,banner,2024-06-25 14:54:43.131097+09,TRUE,36.013432,129.342575,34.533398,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39911,0101000020E6100000E6AB40BCE22A604045C627B891014240,129.3401777,36.0122595,crack,2024-06-25 14:55:27.590634+09,TRUE,36.012325,129.340195,38.166607,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39912,0101000020E610000089EADA74E42A6040919E8CFAC4014240,129.3403878,36.01382381,crack,2024-06-25 14:55:50.493651+09,TRUE,36.013863,129.340332,43.274212,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39913,0101000020E6100000B74879DFD92A6040402328A6C2014240,129.3390958,36.01375272,trash,2024-06-25 14:57:04.171754+09,TRUE,36.013813,129.339172,51.270359,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39914,0101000020E61000000AFD1600EC2A604044E23CA7EB014240,129.3413086,36.01500407,crack,2024-06-25 14:58:14.07402+09,TRUE,36.015072,129.341293,41.227936,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39915,0101000020E61000006D6B1079EB2A6040C8F8BFDDF9014240,129.3412443,36.01543781,trash,2024-06-25 14:58:18.172502+09,TRUE,36.015541,129.341263,42.615913,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39916,0101000020E610000073A810C9E62A604094949D7431024240,129.340672,36.01713426,crack,2024-06-25 14:58:30.811451+09,TRUE,36.017197,129.340652,43.799885,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39917,0101000020E610000057AFC04FE52A6040DBBDFB7C45024240,129.3404921,36.01774561,banner,2024-06-25 14:58:39.122366+09,TRUE,36.017773,129.340622,43.756508,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39918,0101000020E6100000CCFB6ED8E52A60402C3F5AC145024240,129.3405573,36.01775376,crack,2024-06-25 14:58:43.48187+09,TRUE,36.017773,129.340622,43.756508,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39919,0101000020E610000011D17FFAE92A6040BC9CB8104E024240,129.3410618,36.01800736,crack,2024-06-25 14:58:47.304871+09,TRUE,36.018002,129.341125,43.89851,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39920,0101000020E6100000E5CC94B6E92A604070DB4DEB4E024240,129.3410294,36.01803342,banner,2024-06-25 14:58:50.48689+09,TRUE,36.018002,129.341125,43.89851,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39921,0101000020E61000006DF492B4ED2A604080763A3255024240,129.3415168,36.01822498,banner,2024-06-25 14:58:52.832914+09,TRUE,36.018234,129.341599,44.323807,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39922,0101000020E610000003F3A7D0EF2A6040EE5225F056024240,129.3417743,36.01827814,crack,2024-06-25 14:58:54.398111+09,TRUE,36.018333,129.341812,44.578484,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39923,0101000020E6100000A48FA3BBF42A60402271443357024240,129.3423746,36.01828614,banner,2024-06-25 14:59:00.118508+09,TRUE,36.018272,129.342468,44.449295,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39924,0101000020E61000005F3ECC36F52A6040E254757B59024240,129.3424334,36.01835578,crack,2024-06-25 14:59:00.588196+09,TRUE,36.018272,129.342468,44.449295,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39925,0101000020E61000000E0A65DDF82A604027F1265F42024240,129.342879,36.0176505,crack,2024-06-25 14:59:08.568151+09,TRUE,36.017624,129.342941,42.721973,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39926,0101000020E6100000B6002A65FC2A60408505DF0338024240,129.34331,36.01733445,crack,2024-06-25 15:00:39.118122+09,TRUE,36.017281,129.343353,41.361904,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39927,0101000020E610000086B14A67FD2A60407E8F214A36024240,129.343433,36.01728179,banner,2024-06-25 15:00:41.208163+09,TRUE,36.01722,129.343414,41.339825,경상북도,포항시 남구,대잠동,NULL,대이로,18,FALSE,NULL,MTPohangPC16
39928,0101000020E6100000D85EC34CFF2A604048C1F7C929024240,129.3436645,36.0169003,crack,2024-06-25 15:00:49.658142+09,TRUE,36.016838,129.343689,40.80909,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39929,0101000020E6100000F85B24AD022B60406936766A1C024240,129.3440767,36.01649218,trash,2024-06-25 15:01:08.597842+09,TRUE,36.016438,129.344025,39.832546,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39930,0101000020E610000033C2791FF82A6040D1749B8249024240,129.3427884,36.01786835,banner,2024-06-25 15:03:27.308562+09,TRUE,36.018002,129.342789,41.233418,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39931,0101000020E6100000D029C0AAF22A6040779D7B8E6B024240,129.3421224,36.01890737,crack,2024-06-25 15:04:49.373272+09,TRUE,36.01897,129.342102,43.494576,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39932,0101000020E6100000D29925DBEE2A60404A92C6EE80024240,129.3416572,36.01955971,crack,2024-06-25 15:06:13.275025+09,TRUE,36.019611,129.341614,44.919258,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39933,0101000020E6100000CAA0B2EEE82A60404398EB5409034240,129.3409341,36.02372228,trash,2024-06-25 15:07:41.808825+09,TRUE,36.023819,129.340851,60.262524,경상북도,포항시 남구,대잠동,NULL,대이로,102,FALSE,NULL,MTPohangPC16
39934,0101000020E6100000395E8D0FE82A60404E0F3DA01E034240,129.3408277,36.02437213,banner,2024-06-25 15:07:52.3153+09,TRUE,36.024456,129.340927,64.065018,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39935,0101000020E6100000EB9BA05AE92A6040FF065F9E24034240,129.3409856,36.02455501,crack,2024-06-25 15:07:54.227203+09,TRUE,36.024616,129.340942,64.74926,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39936,0101000020E6100000333B93A4E92A6040ACC21ADA4A034240,129.3410209,36.0257218,crack,2024-06-25 15:08:55.341252+09,TRUE,36.025784,129.341049,75.425583,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39937,0101000020E6100000CDBBBCB5E22A6040E9A7AC7990034240,129.3401745,36.02784654,crack,2024-06-25 15:09:22.196666+09,TRUE,36.027924,129.340164,73.554482,경상북도,포항시 남구,이동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39938,0101000020E6100000EB78A6A4D62A60402A680D4EC0034240,129.3387016,36.02930618,banner,2024-06-25 15:12:50.202297+09,TRUE,36.029209,129.338699,84.746223,경상북도,포항시 남구,이동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39939,0101000020E6100000683F753BD72A60408F0162A9BA034240,129.3387735,36.02913396,crack,2024-06-25 15:13:00.612361+09,TRUE,36.029076,129.338745,78.944016,경상북도,포항시 남구,이동,NULL,대이로159번길,8,FALSE,NULL,MTPohangPC16
39940,0101000020E610000013D2D5EFDD2A604047A985D9C0034240,129.3395919,36.02932281,crack,2024-06-25 15:13:49.015559+09,TRUE,36.029381,129.339554,78.335442,경상북도,포항시 남구,이동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39941,0101000020E6100000353C0B59DB2A6040189B1496D7034240,129.3392759,36.03001667,crack,2024-06-25 15:14:01.698604+09,TRUE,36.030067,129.339233,78.927124,경상북도,포항시 남구,이동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39942,0101000020E6100000DEF730EBE32A6040C8D1A26388034240,129.3403221,36.02759977,banner,2024-06-25 15:15:08.772051+09,TRUE,36.027504,129.340302,77.122437,경상북도,포항시 남구,이동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39943,0101000020E6100000BEE7EEF0E82A6040691BE57C20034240,129.3409352,36.02442895,trash,2024-06-25 15:17:46.572674+09,TRUE,36.024376,129.340866,70.687126,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39944,0101000020E6100000DAF9745EE72A60404F8D7C5E00034240,129.3407433,36.02344876,crack,2024-06-25 15:17:55.057192+09,TRUE,36.02338,129.340744,67.635002,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39945,0101000020E6100000A393905FE62A60402D3A77FBAE024240,129.3406217,36.02096504,crack,2024-06-25 15:18:39.196455+09,TRUE,36.020897,129.340622,53.787701,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39946,0101000020E610000022F1CC27EA2A60404E6953C398024240,129.3410834,36.02028696,crack,2024-06-25 15:18:47.621596+09,TRUE,36.020226,129.34111,52.797417,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39947,0101000020E6100000C25A863CEF2A60409722B4AF7C024240,129.3417037,36.01943013,trash,2024-06-25 15:19:15.002477+09,TRUE,36.019344,129.341721,49.690498,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39948,0101000020E610000066C4CB62F82A604042AC7B8E4F024240,129.3428205,36.01805287,trash,2024-06-25 15:19:54.884152+09,TRUE,36.017937,129.342773,46.966717,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39949,0101000020E6100000BBDB0674F12A6040E3AAA9A56F024240,129.3419743,36.0190322,banner,2024-06-25 15:21:50.618183+09,TRUE,36.019146,129.34198,47.570923,경상북도,포항시 남구,대잠동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39950,0101000020E61000008B4F7998142B60402D70A93F36034240,129.3462641,36.02509304,crack,2024-06-25 15:27:00.987591+09,TRUE,36.02507,129.346329,85.408966,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39951,0101000020E610000087F244531E2B604031B91ADF27034240,129.3474518,36.02465428,crack,2024-06-25 15:27:07.219671+09,TRUE,36.024593,129.347473,79.29126,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39952,0101000020E61000000A4093BF292B6040B655BC9911034240,129.3488462,36.02397463,crack,2024-06-25 15:27:15.660295+09,TRUE,36.023914,129.348877,70.236862,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39953,0101000020E61000008EC87B6E2F2B6040F64E654906034240,129.34954,36.02362935,crack,2024-06-25 15:27:19.825587+09,TRUE,36.023567,129.349564,65.731628,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39954,0101000020E610000003152BFE342B604023784653FA024240,129.3502189,36.02326432,crack,2024-06-25 15:27:24.025572+09,TRUE,36.023216,129.350266,61.076874,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39955,0101000020E6100000087C076F572B6040AC31538EB5024240,129.3544231,36.02116565,banner,2024-06-25 15:29:40.876903+09,TRUE,36.021271,129.354385,37.312267,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39956,0101000020E610000037E2DD134E2B604009153EF1CB024240,129.353281,36.02184883,pothole,2024-06-25 15:29:51.245745+09,TRUE,36.021893,129.353226,36.888714,경상북도,포항시 북구,죽도동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39957,0101000020E6100000330BA11D4A2B604042AEA72B31034240,129.3527973,36.02493807,crack,2024-06-25 15:32:47.717803+09,TRUE,36.024998,129.352829,37.417068,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39958,0101000020E61000005DE4BCF1562B6040628F4FA475034240,129.3543633,36.02702764,crack,2024-06-25 15:33:01.502809+09,TRUE,36.027096,129.35437,40.675644,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39959,0101000020E6100000BE6770DE5F2B60401C4166A6B1034240,129.3554527,36.02885895,crack,2024-06-25 15:33:12.318412+09,TRUE,36.028927,129.355469,50.672119,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39960,0101000020E61000003F03BE19722B604091B1D66735044240,129.3576783,36.03287981,crack,2024-06-25 15:33:39.767243+09,TRUE,36.032951,129.357712,45.938576,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39961,0101000020E6100000BE028E7D7C2B6040B5A3CEC39C044240,129.3589466,36.03603408,banner,2024-06-25 15:34:09.30459+09,TRUE,36.036045,129.359055,36.503807,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39962,0101000020E6100000107865CC7A2B6040B56958E694054240,129.35874,36.04360656,crack,2024-06-25 15:34:59.597916+09,TRUE,36.043667,129.358719,46.234943,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39963,0101000020E6100000D2B3F291782B6040368A513BDA054240,129.358468,36.0457224,crack,2024-06-25 15:35:58.588445+09,TRUE,36.045776,129.358429,47.403175,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39964,0101000020E6100000450C8BFD772B604047A18E1ED8054240,129.3583973,36.04565794,banner,2024-06-25 15:35:59.078621+09,TRUE,36.045776,129.358429,47.403175,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39965,0101000020E6100000B98B8E94782B60407FC5818159064240,129.3584693,36.0496065,crack,2024-06-25 15:36:32.433225+09,TRUE,36.049664,129.358505,47.426098,경상북도,포항시 북구,우현동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39966,0101000020E6100000953E51247B2B604042B7D5AD6C064240,129.358782,36.05019162,crack,2024-06-25 15:36:39.452971+09,TRUE,36.050243,129.358826,42.613564,경상북도,포항시 북구,우현동,NULL,중앙로419번길,29,FALSE,NULL,MTPohangPC16
39967,0101000020E6100000BE8B2FAC7F2B6040636211A67B064240,129.359335,36.05064846,crack,2024-06-25 15:37:54.695135+09,TRUE,36.050644,129.359268,40.562737,경상북도,포항시 북구,우현동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39968,0101000020E610000054E5D8EE732B60407F95D3343C064240,129.357902,36.04871235,crack,2024-06-25 15:38:20.00108+09,TRUE,36.048649,129.357925,52.988686,경상북도,포항시 북구,우현동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39969,0101000020E610000042581199732B6040E73454F219064240,129.3578611,36.04766683,crack,2024-06-25 15:38:30.569951+09,TRUE,36.047619,129.35791,54.761967,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39970,0101000020E6100000264E3D70742B6040401EB180FF054240,129.3579637,36.04685982,crack,2024-06-25 15:38:38.970178+09,TRUE,36.046818,129.358017,53.035778,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39971,0101000020E6100000245FD39E752B60401AF074C1F3054240,129.358108,36.04650133,trash,2024-06-25 15:38:43.133288+09,TRUE,36.046452,129.358078,51.933182,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39972,0101000020E6100000E01C0C77752B6040AA23EACBEE054240,129.358089,36.04634999,crack,2024-06-25 15:38:45.230095+09,TRUE,36.046284,129.358093,51.387043,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39973,0101000020E610000015F2ADBC752B6040E36EC3CEE9054240,129.3581222,36.04619774,banner,2024-06-25 15:38:47.331176+09,TRUE,36.046127,129.358063,50.733662,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39974,0101000020E6100000D1226D0A6F2B604018E42704E2054240,129.3573048,36.04595997,crack,2024-06-25 15:38:57.810254+09,TRUE,36.045975,129.357239,51.591965,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39975,0101000020E61000008EA6C72A6B2B60404ADE887FE9054240,129.3568319,36.0461883,crack,2024-06-25 15:39:02.021472+09,TRUE,36.046196,129.356766,52.707947,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39976,0101000020E6100000A5231C2F672B6040177BEF58F2054240,129.3563457,36.04645836,crack,2024-06-25 15:39:06.13139+09,TRUE,36.046448,129.356277,54.186947,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39977,0101000020E610000052760403632B6040DCD114E4F9054240,129.3558364,36.04668857,crack,2024-06-25 15:39:10.419493+09,TRUE,36.046711,129.355774,55.565163,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39978,0101000020E6100000A17086C1522B6040FD5A09B018064240,129.353852,36.04762841,trash,2024-06-25 15:39:27.172211+09,TRUE,36.047726,129.353806,61.01965,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39979,0101000020E6100000445F31C1522B604067708C361A064240,129.3538519,36.04767496,crack,2024-06-25 15:39:27.581047+09,TRUE,36.047726,129.353806,61.01965,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39980,0101000020E6100000C486A34F4C2B60403DD8FD1F28064240,129.3530653,36.04809952,crack,2024-06-25 15:39:33.550878+09,TRUE,36.048145,129.352982,63.46209,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39981,0101000020E61000009A5B9FC7472B60404FEAFD4431064240,129.3525122,36.04837859,crack,2024-06-25 15:39:37.631872+09,TRUE,36.048424,129.352463,64.820747,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39982,0101000020E61000001535EA18442B6040FB1FA35635064240,129.3520627,36.04850276,banner,2024-06-25 15:39:41.838857+09,TRUE,36.04855,129.351944,66.044136,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39983,0101000020E6100000920D1F153E2B604085B620C703064240,129.3513284,36.04699029,crack,2024-06-25 15:40:05.160927+09,TRUE,36.046932,129.351364,83.074997,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39984,0101000020E6100000B22E95283E2B60402418C3B3E5054240,129.3513377,36.04607245,crack,2024-06-25 15:40:14.970764+09,TRUE,36.046005,129.351318,91.958557,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39985,0101000020E61000007DFE136B3B2B604064FC291FCE054240,129.3510032,36.04535284,crack,2024-06-25 15:40:24.38179+09,TRUE,36.045288,129.351028,87.089081,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39986,0101000020E6100000763B41F4422B604052BCB562BA054240,129.3519231,36.04475054,banner,2024-06-25 15:40:41.71228+09,TRUE,36.044823,129.352036,81.866524,경상북도,포항시 북구,용흥동,NULL,용흥로292번길,35,FALSE,NULL,MTPohangPC16
39987,0101000020E610000046AD54A1432B6040E7C4F055BD054240,129.3520056,36.04484057,crack,2024-06-25 15:40:42.822273+09,TRUE,36.044819,129.352066,81.6362,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,NULL,MTPohangPC16
39988,0101000020E6100000F0E149FA422B604034C056C8AB054240,129.351926,36.04430489,crack,2024-06-25 15:41:10.621893+09,TRUE,36.04425,129.351898,77.430717,경상북도,포항시 북구,용흥동,NULL,대안길,56,FALSE,NULL,MTPohangPC16
39989,0101000020E6100000E4A18F69412B6040EFCCA9FB9A054240,129.3517349,36.04379221,crack,2024-06-25 15:44:14.611933+09,TRUE,36.043732,129.35173,76.384209,경상북도,포항시 북구,용흥동,NULL,대안길,56,FALSE,NULL,MTPohangPC16
39990,0101000020E61000005CB1F408402B6040B22835D287054240,129.3515668,36.04320743,crack,2024-06-25 15:44:25.131832+09,TRUE,36.043144,129.351547,70.328957,경상북도,포항시 북구,용흥동,NULL,대안길,56,FALSE,NULL,MTPohangPC16
